,Emotion,Source,Path,Sex
1858,angry,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M15A03.wav,Male
1859,angry,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M15A04.wav,Male
1860,angry,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M15A05.wav,Male
1861,angry,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M15A06.wav,Male
1862,angry,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M15A07.wav,Male
1863,angry,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M15A08.wav,Male
1864,angry,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M15A09.wav,Male
1865,angry,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M15A10.wav,Male
1866,angry,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M15A11.wav,Male
1867,angry,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M15A12.wav,Male
1868,angry,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M15A13.wav,Male
1869,neutral,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M15N01.wav,Male
1870,neutral,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M15N02.wav,Male
1871,neutral,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M15N03.wav,Male
1872,neutral,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M15N04.wav,Male
1873,surprise,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M15W01.wav,Male
1874,angry,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M16A01.wav,Male
1875,angry,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M16A02.wav,Male
1876,angry,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M16A03.wav,Male
1877,angry,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M16A04.wav,Male
1878,angry,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M16A05.wav,Male
1879,angry,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M16A06.wav,Male
1880,angry,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M16A07.wav,Male
1881,angry,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M16A08.wav,Male
1882,angry,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M16A09.wav,Male
1883,angry,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M16A10.wav,Male
1884,angry,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M16A11.wav,Male
1885,angry,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M16A12.wav,Male
1886,angry,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M16A13.wav,Male
1887,angry,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M16A14.wav,Male
1888,angry,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M16A15.wav,Male
1889,angry,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M16A16.wav,Male
1890,angry,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M16A17.wav,Male
1891,angry,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M16A18.wav,Male
1892,angry,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M16A19.wav,Male
1893,angry,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M16A20.wav,Male
1894,angry,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M16A21.wav,Male
1895,angry,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M16A22.wav,Male
1896,angry,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M16A23.wav,Male
1897,angry,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M16A24.wav,Male
1898,angry,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M16A25.wav,Male
1899,angry,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M16A26.wav,Male
1900,angry,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M16A27.wav,Male
1901,angry,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M16A28.wav,Male
1902,angry,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M16A29.wav,Male
1903,angry,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M16A30.wav,Male
1904,angry,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M16A31.wav,Male
1905,angry,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M16A32.wav,Male
1906,angry,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M16A33.wav,Male
1907,fear,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M16F01.wav,Male
1908,happy,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M16H01.wav,Male
1909,happy,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M16H02.wav,Male
1910,happy,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M16H03.wav,Male
1911,happy,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M16H04.wav,Male
1912,happy,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M16H05.wav,Male
1913,happy,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M16H06.wav,Male
1914,happy,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M16H07.wav,Male
1915,happy,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M16H08.wav,Male
1916,happy,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M16H09.wav,Male
1917,neutral,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M16N01.wav,Male
1918,neutral,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M16N02.wav,Male
1919,neutral,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M16N03.wav,Male
1920,neutral,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M16N04.wav,Male
1921,surprise,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M16W01.wav,Male
1922,surprise,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M16W02.wav,Male
1923,angry,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M17A01.wav,Male
1924,happy,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M17H01.wav,Male
1925,neutral,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M17N01.wav,Male
1926,neutral,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M17N02.wav,Male
1927,neutral,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M17N03.wav,Male
1928,neutral,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M17N04.wav,Male
1929,neutral,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M17N05.wav,Male
1930,neutral,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M17N06.wav,Male
1931,neutral,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M17N07.wav,Male
1932,neutral,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M17N08.wav,Male
1933,sad,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M17S01.wav,Male
1934,sad,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M17S02.wav,Male
1935,surprise,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M17W01.wav,Male
1936,angry,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M18A01.wav,Male
1937,fear,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M18F01.wav,Male
1938,neutral,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M18N01.wav,Male
1939,neutral,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M18N02.wav,Male
1940,neutral,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M18N03.wav,Male
1941,neutral,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M18N04.wav,Male
1942,neutral,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M18N05.wav,Male
1943,neutral,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M18N06.wav,Male
1944,neutral,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M18N07.wav,Male
1945,neutral,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M18N08.wav,Male
1946,neutral,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M18N09.wav,Male
1947,neutral,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M18N10.wav,Male
1948,neutral,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M18N11.wav,Male
1949,neutral,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M18N12.wav,Male
1950,neutral,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M18N13.wav,Male
1951,neutral,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M18N14.wav,Male
1952,neutral,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M18N15.wav,Male
1953,sad,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M18S01.wav,Male
1954,sad,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M18S02.wav,Male
1955,angry,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M19A01.wav,Male
1956,angry,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M19A02.wav,Male
1957,angry,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M19A03.wav,Male
1958,angry,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M19A04.wav,Male
1959,angry,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M19A05.wav,Male
1960,fear,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M19F01.wav,Male
1961,neutral,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M19N01.wav,Male
1962,neutral,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M19N02.wav,Male
1963,neutral,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M19N03.wav,Male
1964,neutral,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M19N04.wav,Male
1965,neutral,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M19N05.wav,Male
1966,neutral,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M19N06.wav,Male
1967,sad,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M19S01.wav,Male
1968,sad,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M19S02.wav,Male
1969,sad,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M19S03.wav,Male
1970,surprise,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M19W01.wav,Male
1971,surprise,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M19W02.wav,Male
1972,angry,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M20A01.wav,Male
1973,angry,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M20A02.wav,Male
1974,angry,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M20A03.wav,Male
1975,angry,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M20A04.wav,Male
1976,angry,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M20A05.wav,Male
1977,angry,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M20A06.wav,Male
1978,happy,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M20H01.wav,Male
1979,happy,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M20H02.wav,Male
1980,neutral,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M20N01.wav,Male
1981,neutral,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M20N02.wav,Male
1982,neutral,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M20N03.wav,Male
1983,neutral,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M20N04.wav,Male
1984,neutral,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M20N05.wav,Male
1985,neutral,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M20N06.wav,Male
1986,neutral,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M20N07.wav,Male
1987,neutral,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M20N08.wav,Male
1988,sad,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M20S01.wav,Male
1989,sad,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M20S02.wav,Male
1990,surprise,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M20W01.wav,Male
1991,surprise,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M20W02.wav,Male
1992,surprise,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M20W03.wav,Male
1993,surprise,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M20W04.wav,Male
1994,surprise,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M20W05.wav,Male
1995,angry,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M21A01.wav,Male
1996,angry,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M21A02.wav,Male
1997,angry,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M21A03.wav,Male
1998,angry,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M21A04.wav,Male
1999,fear,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M21F01.wav,Male
2000,happy,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M21H01.wav,Male
2001,happy,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M21H02.wav,Male
2002,neutral,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M21N01.wav,Male
2003,neutral,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M21N02.wav,Male
2004,neutral,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M21N03.wav,Male
2005,neutral,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M21N04.wav,Male
2006,neutral,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M21N05.wav,Male
2007,neutral,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M21N06.wav,Male
2008,neutral,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M21N07.wav,Male
2009,neutral,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M21N08.wav,Male
2010,neutral,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M21N09.wav,Male
2011,neutral,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M21N10.wav,Male
2012,neutral,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M21N11.wav,Male
2013,sad,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M21S01.wav,Male
2014,surprise,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M21W01.wav,Male
2015,surprise,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M21W02.wav,Male
2016,surprise,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M21W03.wav,Male
2017,surprise,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M21W04.wav,Male
2018,surprise,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M21W05.wav,Male
2019,surprise,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M21W06.wav,Male
2020,surprise,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M21W07.wav,Male
2021,angry,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M22A01.wav,Male
2022,angry,SHEMO,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/SHEMO/male/M22A02.wav,Male
